DATE,PRODUCT_LINE,REVENUE,COGS,FORECASTED_REVENUE
2023-08-05,Clothing,2077.01,3235.65,1500.45
2023-08-05,Home Appliances,550.67,572.19,5759.29
2023-08-05,Toys,5872.48,1665.77,2544.21
2023-08-05,Books,3170.15,211.68,1987.63
2023-08-06,Electronics,6135.71,473.25,4944.6
2023-08-06,Clothing,48.18,120.38,1440.32
2023-08-06,Home Appliances,2093.38,819.43,4017.84
2023-08-06,Toys,866.12,1019.03,2349.24
2023-08-06,Books,4691.25,4319.94,628.8
2023-08-07,Electronics,4331.46,225.44,10932.01
2023-08-07,Clothing,3346.31,241.12,3120.53
2023-08-07,Home Appliances,526.11,3058.78,2280.05
2023-08-07,Toys,3358.94,2076.8,3.97
2023-08-07,Books,4320.35,994.1,270.16
2023-08-08,Electronics,4870.74,2817.67,1432.4
2023-08-08,Clothing,1372.48,360.1,1973.62
2023-08-08,Home Appliances,5341.78,3170.06,5929.44
2023-08-08,Toys,5086.5,3090.52,2268.89
2023-08-08,Books,1638.98,436.36,7860.43
2023-08-09,Electronics,3110.2,811.85,6895.29
2023-08-09,Clothing,2767.73,3036.93,3364.25
2023-08-09,Home Appliances,9752.44,1299.8,1334.77
2023-08-09,Toys,126.45,1235.26,10.68
2023-08-09,Books,533,938.1,3764.98
2023-08-10,Electronics,519.79,372.59,3797.56
2023-08-10,Clothing,6828.56,4564.46,3290.55
2023-08-10,Home Appliances,2003.47,706.03,11794.64
2023-08-10,Toys,4905.15,444.06,730.53
2023-08-10,Books,4469.54,1551.83,887.82
2023-08-11,Electronics,1040.19,2406.77,640.21
2023-08-11,Clothing,1618.2,1077.48,1736.11
2023-08-11,Home Appliances,2210.68,931.36,3116.51
2023-08-11,Toys,6037.34,621.01,5634.35
2023-08-11,Books,1829.01,210.23,748.24
2023-08-12,Electronics,2664.16,3586.68,435.3
2023-08-12,Clothing,196.46,2571.6,2265.9
2023-08-12,Home Appliances,8502.55,976.96,1133.65
2023-08-12,Toys,2099.59,206.95,13264.02
2023-08-12,Books,4517.71,69.64,129.44
2023-08-13,Electronics,220.62,4539.11,509.16
2023-08-13,Clothing,2335.69,705.81,3366.63
2023-08-13,Home Appliances,1269.93,1049.49,1173.88
2023-08-13,Toys,1327.87,48.1,1985.61
2023-08-13,Books,6702.25,552.52,4061.79
2023-08-14,Electronics,2331.76,3762.21,6230.21
2023-08-14,Clothing,1381.59,502.5,5244.01
2023-08-14,Home Appliances,25.38,5581.1,6490.62
2023-08-14,Toys,7989.47,325.53,376.36
2023-08-14,Books,7799.72,529.5,583.33
2023-08-15,Electronics,638.9,4797.88,1406.78
2023-08-15,Clothing,109.97,1319.24,689.78
2023-08-15,Home Appliances,1967.38,739.43,8200.63
2023-08-15,Toys,7876.22,2799.61,2584.62
2023-08-15,Books,6282.41,124.73,3925.78
2023-08-16,Electronics,2321.98,1598.12,942.11
2023-08-16,Clothing,955.99,1330.61,4639.66
2023-08-16,Home Appliances,1058.16,64.78,133.84
2023-08-16,Toys,6030.29,1157.4,6289.17
2023-08-16,Books,1788.66,2346.18,204.21
2023-08-17,Electronics,1819.89,1661.84,8991.04
2023-08-17,Clothing,3697.97,2059.91,1914.54
2023-08-17,Home Appliances,4196.21,2793.7,7173.79
2023-08-17,Toys,1707.58,761.07,2589.83
2023-08-17,Books,8052.06,2573.05,181.71
2023-08-18,Electronics,10756.79,656.94,5600.54
2023-08-18,Clothing,4797.5,530.46,2882.36
2023-08-18,Home Appliances,326.65,2377.42,6236.18
2023-08-18,Toys,23.92,1630.85,280.44
2023-08-18,Books,1403.7,2781.66,3657.19
2023-08-19,Electronics,805.6,2683.39,314.05
2023-08-19,Clothing,2681.36,63.25,874.15
2023-08-19,Home Appliances,6100.34,1381.4,8636.43
2023-08-19,Toys,876.79,1771.47,1461.41
2023-08-19,Books,2075.33,1619.03,551.43
2023-08-20,Electronics,7877.36,992.74,411
2023-08-20,Clothing,2043.04,1734.3,409.82
2023-08-20,Home Appliances,1508.84,124.52,4990.15
2023-08-20,Toys,121.31,309.09,2395.83
2023-08-20,Books,582.57,2571.49,4224.54
2023-08-21,Electronics,6015.62,2796.35,652.32
2023-08-21,Clothing,551.8,719.48,2159.55
2023-08-21,Home Appliances,4562.13,1903.95,5027.46
2023-08-21,Toys,2930.62,2045.59,1674.87
2023-08-21,Books,1121.84,36.51,4488.15
2023-08-22,Electronics,2112.37,103.48,463.76
2023-08-22,Clothing,2194.77,658.91,6427.75
2023-08-22,Home Appliances,3510.82,3322.59,156.59
2023-08-22,Toys,2038.21,707.36,2699.57
2023-08-22,Books,400.46,86.21,424.79
2023-08-23,Electronics,3016.16,3492.21,671.95
2023-08-23,Clothing,1059.01,1144.9,4426.04
2023-08-23,Home Appliances,6702.17,177.18,2061.17
2023-08-23,Toys,677.24,1856.44,1360.61
2023-08-23,Books,620.12,524.65,3125.88
2023-08-24,Electronics,1434.45,1272.45,5897.38
2023-08-24,Clothing,3002.97,904.22,1324.7
2023-08-24,Home Appliances,7963.95,2429.79,431.95
2023-08-24,Toys,685.63,1330.84,5636.99
2023-08-24,Books,1159.85,259.11,432.98
2023-08-25,Electronics,1881.67,450.34,3518.86
2023-08-25,Clothing,1307.87,1286.59,845.65
2023-08-25,Home Appliances,1280.31,2885.91,4118.89
2023-08-25,Toys,3711.25,18.15,2857.7
2023-08-25,Books,5560.6,1757.11,2352.74
2023-08-26,Electronics,2128.85,253.87,2387.08
2023-08-26,Clothing,3770.56,1909.81,1081.27
2023-08-26,Home Appliances,5236.62,3736.94,3654.21
2023-08-26,Toys,2369.25,534.72,8062.3
2023-08-26,Books,1130.47,1410.44,123.63
2023-08-27,Electronics,1944.56,1455.79,3002.34
2023-08-27,Clothing,1683.2,188.96,4823.73
2023-08-27,Home Appliances,4435.65,162.01,2183.42
2023-08-27,Toys,102.99,2304.24,680.42
2023-08-27,Books,4609.89,1161.03,985.53
2023-08-28,Electronics,3836.7,2025.38,10280.42
2023-08-28,Clothing,79.3,2820.55,3400.73
2023-08-28,Home Appliances,2121.19,1177.11,60.32
2023-08-28,Toys,6466.79,1017.6,829.79
2023-08-28,Books,3363.86,1233.64,2499.92
2023-08-29,Electronics,9896.54,2063.62,2889.51
2023-08-29,Clothing,1386.62,810.55,2620.88
2023-08-29,Home Appliances,998.41,163.48,9499.15
2023-08-29,Toys,4352.78,238.21,1449.04
2023-08-29,Books,2004.21,5960.09,3055.29
2023-08-30,Electronics,2797.88,48.48,4277.84
2023-08-30,Clothing,3997.41,1134.99,4008.25
2023-08-30,Home Appliances,2715.58,2625.76,583.76
2023-08-30,Toys,1339.22,126.34,1150.44
2023-08-30,Books,325.23,1169.32,431.98
2023-08-31,Electronics,1935.84,455.44,538.43
2023-08-31,Clothing,5078.23,341.96,4606.86
2023-08-31,Home Appliances,1210.48,2421.06,2194.97
2023-08-31,Toys,5387.74,3035.61,4110.96
2023-08-31,Books,1561.5,538.97,5055.32
2023-09-01,Electronics,1435.39,1082.09,1660.35
2023-09-01,Clothing,2648.93,209.1,5035.55
2023-09-01,Home Appliances,1230.68,1685.12,476.47
2023-09-01,Toys,141.17,2302.27,4068.75
2023-09-01,Books,5864.51,414.62,93.85
2023-09-02,Electronics,1534.76,1446.32,276.08
2023-09-02,Clothing,6742.63,2857.34,1030.38
2023-09-02,Home Appliances,3826.13,21.17,9233.98
2023-09-02,Toys,3544.06,2645.87,6761.59
2023-09-02,Books,1521.02,1160.1,1582.77
2023-09-03,Electronics,2059,734.96,455.36
2023-09-03,Clothing,192.4,1016.82,2144.61
2023-09-03,Home Appliances,7478.55,2389.47,9087.94
2023-09-03,Toys,3001.26,1761,574.09
2023-09-03,Books,1229.39,956.65,853.31
2023-09-04,Electronics,2150.04,1096.31,444.52
2023-09-04,Clothing,1313.21,3762.62,3123.38
2023-09-04,Home Appliances,2709.24,433.46,9043.18
2023-09-04,Toys,8230.5,164.91,940.34
2023-09-04,Books,1251.22,1860.97,2212.09
2023-09-05,Electronics,1315.51,2322.34,4031.61
2023-09-05,Clothing,506.51,1610.81,2085.33
2023-09-05,Home Appliances,779.22,583.84,1271.85
2023-09-05,Toys,399.92,672.74,1726.07
2023-09-05,Books,8831.64,1840.12,2221.55
2023-09-06,Electronics,1956.81,651.67,2846.98
2023-09-06,Clothing,3047.48,1415.46,1449.01
2023-09-06,Home Appliances,238.79,825.04,721.85
2023-09-06,Toys,1052.66,1460.14,504.21
2023-09-06,Books,5152.74,532.62,5478.04
2023-09-07,Electronics,324.33,323.94,290.81
2023-09-07,Clothing,665.07,1943.55,1992.1
2023-09-07,Home Appliances,3610.03,715.22,5676.2
2023-09-07,Toys,3584.32,388.49,4441.07
2023-09-07,Books,6696.81,2869.12,2751.4
2023-09-08,Electronics,9900.77,1077.28,639.87
2023-09-08,Clothing,553.14,258.28,873.56
2023-09-08,Home Appliances,1084.57,2582.07,6931.8
2023-09-08,Toys,2014.39,688.88,3842.8
2023-09-08,Books,3.26,1746.95,2411.47
2023-09-09,Electronics,416.97,1310.24,3050.24
2023-09-09,Clothing,1479.65,4404.44,3635.67
2023-09-09,Home Appliances,3779.81,284.32,7462.26
2023-09-09,Toys,1669.18,448.19,5966.16
2023-09-09,Books,12058.71,3608.23,474.68
2023-09-10,Electronics,921.02,2797.49,858.96
2023-09-10,Clothing,6074.67,1317.44,366.78
2023-09-10,Home Appliances,8648,2930.6,176.46
2023-09-10,Toys,1404.17,1177.8,7499.75
2023-09-10,Books,605.39,1165.29,9541.96
2023-09-11,Electronics,1831.79,523.22,1130.16
2023-09-11,Clothing,7955.24,2270.88,7284.26
2023-09-11,Home Appliances,1696.17,937.31,4183.57
2023-09-11,Toys,2544.32,3088.39,4134.68
2023-09-11,Books,3459.12,1564.19,960.92
2023-09-12,Electronics,2199.54,3849,8967.72
2023-09-12,Clothing,14254.22,2954.71,4015.17
2023-09-12,Home Appliances,679.03,320.56,1268.1
2023-09-12,Toys,1120.58,1790.64,6382.11
2023-09-12,Books,783.83,2504.66,11.97
2023-09-13,Electronics,1370.04,1470.08,2303.23
2023-09-13,Clothing,324.92,246.17,1995.26
2023-09-13,Home Appliances,1363.81,1423.7,231.85
2023-09-13,Toys,6690.92,1154.19,5388.28
2023-09-13,Books,1084.53,802.05,899.05
2023-09-14,Electronics,1048.11,2375.73,1731.76
2023-09-14,Clothing,6514.57,1068.4,2364.39
2023-09-14,Home Appliances,2937.05,730.5,6227.46
2023-09-14,Toys,1638.72,3620.96,3314.57
2023-09-14,Books,3383.47,652.7,3044.26
2023-09-15,Electronics,1601.09,1720.95,3556.92
2023-09-15,Clothing,7606.8,4071.32,2593.07
2023-09-15,Home Appliances,1532.61,612.16,5140.18
2023-09-15,Toys,3240.77,1760.03,2334.53
2023-09-15,Books,1863.49,193.91,3278.43
2023-09-16,Electronics,1828.32,2898.99,1409.41
2023-09-16,Clothing,1956.88,5962.25,4503.14
2023-09-16,Home Appliances,11982.28,1321.92,6474.35
2023-09-16,Toys,1248.57,536.44,4298.54
2023-09-16,Books,2603.31,318.47,1811.05
2023-09-17,Electronics,3736.04,4062.71,3064.66
2023-09-17,Clothing,3786.94,641.69,1006.43
2023-09-17,Home Appliances,3108.11,1123.71,1515.25
2023-09-17,Toys,760.29,929.09,6955.33
2023-09-17,Books,1530.1,934.25,1080.73
2023-09-18,Electronics,831.03,1214.35,988.51
2023-09-18,Clothing,841.88,2292.34,3324.86
2023-09-18,Home Appliances,2308.58,848.57,5502.54
2023-09-18,Toys,5410.99,2639.2,703.99
2023-09-18,Books,3015.81,177.02,677.76
2023-09-19,Electronics,4154.78,998.44,761.8
2023-09-19,Clothing,3391.11,1391.62,5013.45
2023-09-19,Home Appliances,61.28,1509.98,2362.84
2023-09-19,Toys,1603.29,1696.18,528.13
2023-09-19,Books,1792.48,487.44,1946.84
2023-09-20,Electronics,7660.55,2836.82,2981.13
2023-09-20,Clothing,55.26,187.32,2044.53
2023-09-20,Home Appliances,1780.24,433.03,3933.97
2023-09-20,Toys,538.6,838.89,69.18
2023-09-20,Books,129.65,1189.1,585.73
2023-09-21,Electronics,3873.58,612.39,14466.88
2023-09-21,Clothing,6478.94,4171.86,2936.7
2023-09-21,Home Appliances,6522.66,1052.03,339.46
2023-09-21,Toys,134.55,185.03,1571.17
2023-09-21,Books,2285.56,2991.51,7.57
2023-09-22,Electronics,633.02,3403.9,1421.69
2023-09-22,Clothing,3959.69,430.01,12406.83
2023-09-22,Home Appliances,2979.23,818.12,1463.94
2023-09-22,Toys,3368.8,884.83,1545.94
2023-09-22,Books,5758.43,1636.05,651.82
2023-09-23,Electronics,894.76,291.79,1074.37
2023-09-23,Clothing,9025.56,3261.01,2817.94
2023-09-23,Home Appliances,1196.48,2265.73,9135.54
2023-09-23,Toys,6184.75,62.98,38.91
2023-09-23,Books,549.98,1482.73,3348.35
2023-09-24,Electronics,4872.78,31.12,1710.89
2023-09-24,Clothing,213.8,750.65,2968.23
2023-09-24,Home Appliances,2098.29,1000.96,5602.96
2023-09-24,Toys,18.66,1102.39,1822.78
2023-09-24,Books,5613.77,2861.91,750.69
2023-09-25,Electronics,6201.74,488.77,3742.99
2023-09-25,Clothing,73.74,2581.32,1292.35
2023-09-25,Home Appliances,5603.9,834.61,702.71
2023-09-25,Toys,3067.49,1524.54,3733.73
2023-09-25,Books,917.23,2287.95,7783.32
2023-09-26,Electronics,5734.11,875.08,488.45
2023-09-26,Clothing,841,1078.76,3961.39
2023-09-26,Home Appliances,1260.12,687,1870.52
2023-09-26,Toys,243.47,1096.54,1856.99
2023-09-26,Books,2560.85,1629.2,1884.79
2023-09-27,Electronics,119.77,2636.5,5.08
2023-09-27,Clothing,2644.37,446.19,5051
2023-09-27,Home Appliances,4581.81,4014.16,7520.02
2023-09-27,Toys,6862.79,66.7,59.01
2023-09-27,Books,647.54,1075.99,2747.5
2023-09-28,Electronics,6210.29,3092.7,5159.48
2023-09-28,Clothing,5620.97,1185.17,998.53
2023-09-28,Home Appliances,3630.24,3465.44,8325.56
2023-09-28,Toys,3889.74,308.66,4493.33
2023-09-28,Books,423.71,3649.82,1165.39
2023-09-29,Electronics,3698.67,3911.6,8603.93
2023-09-29,Clothing,1937.06,308.4,612.3
2023-09-29,Home Appliances,8150.59,798.75,2857.96
2023-09-29,Toys,1514.05,2024.04,1617.14
2023-09-29,Books,3464.68,903.54,3234.99
2023-09-30,Electronics,1690.69,1354.98,308.81
2023-09-30,Clothing,6352.63,1044.18,9149.89
2023-09-30,Home Appliances,890.51,1665.64,686.76
2023-09-30,Toys,249.54,1180.53,747.35
2023-09-30,Books,4198.22,393.68,2424.08
2023-10-01,Electronics,1585.64,777.49,3135.66
2023-10-01,Clothing,2648.12,289.59,4252.27
2023-10-01,Home Appliances,79.63,2211.39,275.44
2023-10-01,Toys,9047.91,6548.35,1950.65
2023-10-01,Books,6254.4,332.92,10820.72
2023-10-02,Electronics,1862.36,1369.72,6270.57
2023-10-02,Clothing,32.71,694.51,717.12
2023-10-02,Home Appliances,904.26,2613,4003.33
2023-10-02,Toys,7339.58,575.22,79.22
2023-10-02,Books,2178.11,1510.57,123.4
2023-10-03,Electronics,686.23,888.71,2768.99
2023-10-03,Clothing,2413.27,1362.3,887.79
2023-10-03,Home Appliances,13305.17,2602.22,1007.72
2023-10-03,Toys,2991.09,5997.87,5475.66
2023-10-03,Books,97.43,252.81,10832.64
2023-10-04,Electronics,6899.86,1342.48,4468.23
2023-10-04,Clothing,2257.5,252.9,1214.32
2023-10-04,Home Appliances,742.65,55.22,6160.65
2023-10-04,Toys,3679.63,2456.63,5449.78
2023-10-04,Books,5834.14,7291.89,2198.77
2023-10-05,Electronics,83.98,5110.32,6170.53
2023-10-05,Clothing,4001.01,424.64,575.39
2023-10-05,Home Appliances,3497.68,359.84,1558.2
2023-10-05,Toys,7717.64,2132.96,852.79
2023-10-05,Books,2691.72,2707.82,7146.24
2023-10-06,Electronics,2253.15,3,2484.26
2023-10-06,Clothing,3786.42,1434.14,2122.06
2023-10-06,Home Appliances,6356.51,490.22,4538.75
2023-10-06,Toys,1336.15,4226.77,2365.46
2023-10-06,Books,2572.25,1671.37,3895.29
2023-10-07,Electronics,5022.03,2421.66,876.74
2023-10-07,Clothing,187.28,3438.27,1091.11
2023-10-07,Home Appliances,6830.21,1316.57,14520.27
2023-10-07,Toys,2006.41,1260.09,2538.06
2023-10-07,Books,4696.95,486.28,1417.34
2023-10-08,Electronics,1859.61,1281.4,3709.38
2023-10-08,Clothing,3531.99,138.49,5355.38
2023-10-08,Home Appliances,3755.7,962.51,1549.34
2023-10-08,Toys,619.84,631.01,750.01
2023-10-08,Books,3163.06,2540.91,1778.98
2023-10-09,Electronics,4575.08,725.39,96.09
2023-10-09,Clothing,644.79,3499.82,958.04
2023-10-09,Home Appliances,3407.52,317.33,2819.22
2023-10-09,Toys,2411.53,4027.51,10940.67
2023-10-09,Books,7450.52,1358.53,2223.89
2023-10-10,Electronics,1908.4,308.19,669.97
2023-10-10,Clothing,1060.84,1677.87,5349.45
2023-10-10,Home Appliances,2368.68,750.25,3102.79
2023-10-10,Toys,1888.84,3325.75,648.37
2023-10-10,Books,8952.01,2534.57,5720.73
2023-10-11,Electronics,1718.5,80.43,1600.3
2023-10-11,Clothing,1441.12,671,4892.35
2023-10-11,Home Appliances,317.22,2708.26,241.32
2023-10-11,Toys,2574.79,650.45,1761.23
2023-10-11,Books,4080.74,1689.75,1549.43
2023-10-12,Electronics,3221.78,103.76,2106.48
2023-10-12,Clothing,4451.91,1738.86,4429.49
2023-10-12,Home Appliances,2950.29,601.83,312.3
2023-10-12,Toys,1416.49,2542.03,3428.96
2023-10-12,Books,1431.87,664.51,1904.32
2023-10-13,Electronics,787.3,1096.4,76.21
2023-10-13,Clothing,443.39,2676.58,3739.36
2023-10-13,Home Appliances,4861.6,977.22,1981.11
2023-10-13,Toys,4092.64,643.82,4131.83
2023-10-13,Books,1296.48,341.58,1349.94
2023-10-14,Electronics,2075.72,144.18,8085.8
2023-10-14,Clothing,12690.47,1879.77,1636.54
2023-10-14,Home Appliances,1140.66,1764.49,1572.68
2023-10-14,Toys,3657.29,5746.05,3070.87
2023-10-14,Books,254.15,696.04,5410.62
2023-10-15,Electronics,611.43,1722.75,2499.42
2023-10-15,Clothing,2669.27,48.6,2179
2023-10-15,Home Appliances,3126.95,2760.32,3414.74
2023-10-15,Toys,2506.37,1399.28,1102
2023-10-15,Books,5869.68,696.75,4830.67
2023-10-16,Electronics,8341.48,611.07,905.01
2023-10-16,Clothing,2397.62,403.64,1622.73
2023-10-16,Home Appliances,1039.32,1744.68,9012.01
2023-10-16,Toys,2982.41,1045.65,2291.72
2023-10-16,Books,213.08,2690.72,1407.9
2023-10-17,Electronics,3090.58,5095.84,3400.26
2023-10-17,Clothing,1963.71,752.72,110.72
2023-10-17,Home Appliances,527.13,2254.05,7445.1
2023-10-17,Toys,9702.71,1179.99,3101.59
2023-10-17,Books,1110.6,93.81,3167.42
2023-10-18,Electronics,2335.03,2496.47,3403.74
2023-10-18,Clothing,5152.34,1181.02,875.02
2023-10-18,Home Appliances,1726.59,36.11,5496.46
2023-10-18,Toys,298.89,1669.79,189.99
2023-10-18,Books,4173,251.17,2997.57
2023-10-19,Electronics,548.75,759.53,2152.82
2023-10-19,Clothing,5136.21,573.95,5166.62
2023-10-19,Home Appliances,2710.94,532.68,89.55
2023-10-19,Toys,2418.42,2121.01,1820.48
2023-10-19,Books,554.68,1630.53,2413.53
2023-10-20,Electronics,3628.95,3799.76,766.99
2023-10-20,Clothing,11006.81,2616.08,2485.52
2023-10-20,Home Appliances,1916.04,883.03,11197.69
2023-10-20,Toys,1631.5,24.88,2933.93
2023-10-20,Books,37.88,386.85,1345.86
2023-10-21,Electronics,3173.16,833.43,2642.51
2023-10-21,Clothing,5150.42,472.87,218.26
2023-10-21,Home Appliances,748.86,1821.83,1211.79
2023-10-21,Toys,996.66,1652.66,5322.53
2023-10-21,Books,1829.38,1066.26,3570.78
2023-10-22,Electronics,734.6,3004.56,60.87
2023-10-22,Clothing,922.25,2448.18,2115.29
2023-10-22,Home Appliances,5367.9,2170.03,614.41
2023-10-22,Toys,2972.96,1301.8,9325.14
2023-10-22,Books,5115.48,82.78,3838.61
2023-10-23,Electronics,778.6,1141.18,659.7
2023-10-23,Clothing,4807.97,1412.54,2347.59
2023-10-23,Home Appliances,3710.31,1213.21,3245.44
2023-10-23,Toys,193.43,9.16,970.56
2023-10-23,Books,2752.86,2158.68,5872.85
2023-10-24,Electronics,329.37,517.73,3121.12
2023-10-24,Clothing,2791.34,79.48,7.58
2023-10-24,Home Appliances,705.26,1218.03,242.36
2023-10-24,Toys,1794.62,4406.13,565.03
2023-10-24,Books,5357.85,51.99,7021.32
2023-10-25,Electronics,1450.83,60.36,1879.85
2023-10-25,Clothing,4318.96,3865.71,676.77
2023-10-25,Home Appliances,3331.48,3416.02,467.37
2023-10-25,Toys,7514.78,69.06,8399.2
2023-10-25,Books,2005.87,474.54,6026.84
2023-10-26,Electronics,9198.02,4432.08,4506.65
2023-10-26,Clothing,2213.72,1475.44,3620.59
2023-10-26,Home Appliances,2408.51,325.21,7005.69
2023-10-26,Toys,2904.77,415,1787.02
2023-10-26,Books,3004.17,2314.26,4765.65
2023-10-27,Electronics,665.34,2370.16,2918.02
2023-10-27,Clothing,4469.44,154.89,1873.61
2023-10-27,Home Appliances,621.58,6011.22,403.93
2023-10-27,Toys,13462.25,195.61,9315.5
2023-10-27,Books,389.74,695,3643.74
2023-10-28,Electronics,2929.37,783.12,2543.92
2023-10-28,Clothing,1643.24,700.47,3648.62
2023-10-28,Home Appliances,825.26,6493.88,5383.08
2023-10-28,Toys,7512.36,444.37,2313.87
2023-10-28,Books,6155.32,728.91,5067.23
2023-10-29,Electronics,648.85,1145.1,5971.8
2023-10-29,Clothing,4120,291.71,2474.74
2023-10-29,Home Appliances,6468.95,2656.02,837.75
2023-10-29,Toys,6104.48,1292.98,3668.6
2023-10-29,Books,398.19,4092.51,3255.14
2023-10-30,Electronics,2693.8,47.34,2802.9
2023-10-30,Clothing,2931.46,2354.18,243.76
2023-10-30,Home Appliances,4614.71,203.47,6069.52
2023-10-30,Toys,1651.87,3166,3124.27
2023-10-30,Books,1439.61,480.71,2274.44
2023-10-31,Electronics,4516.08,879.49,5331.7
2023-10-31,Clothing,2142.69,29.5,693.03
2023-10-31,Home Appliances,1100.99,1606.77,1002.03
2023-10-31,Toys,540.2,295.86,3226.84
2023-10-31,Books,2511.05,3056.09,1562.68
2023-11-01,Electronics,2158.7,2283.93,1191.81
2023-11-01,Clothing,345.47,702.71,969.96
2023-11-01,Home Appliances,2155.22,636.96,2195.06
2023-11-01,Toys,7300.69,393.78,4931.53
2023-11-01,Books,2112.33,3410.56,5401.52
2023-11-02,Electronics,19.56,528.33,2232.72
2023-11-02,Clothing,1280.25,296.87,3096.87
2023-11-02,Home Appliances,7420.53,2795.69,74.37
2023-11-02,Toys,2301.55,1483.74,5754.74
2023-11-02,Books,1300.45,808.03,793.95
2023-11-03,Electronics,3955.86,2020.94,260.55
2023-11-03,Clothing,2703.31,159.48,4262.06
2023-11-03,Home Appliances,1111.14,1389.75,2119.31
2023-11-03,Toys,1439.68,488.22,3226.72
2023-11-03,Books,2114.89,1449.49,899.92
2023-11-04,Electronics,3870.89,2360.28,1906.63
2023-11-04,Clothing,123.83,1097.03,1014.51
2023-11-04,Home Appliances,3080.02,603.39,1073.32
2023-11-04,Toys,1225.8,990.51,4189.27
2023-11-04,Books,2233.73,457.22,1856.07
2023-11-05,Electronics,8316.81,1033.88,6699.43
2023-11-05,Clothing,4458.18,130.58,3994.73
2023-11-05,Home Appliances,992.23,3559.46,1437.74
2023-11-05,Toys,3028.85,484.28,985.03
2023-11-05,Books,459.87,1935.91,2852.73
2023-11-06,Electronics,1642.2,1219.16,3440.9
2023-11-06,Clothing,4316.85,2461.99,619.92
2023-11-06,Home Appliances,2228.11,1042.86,410.9
2023-11-06,Toys,693.94,272.42,235.99
2023-11-06,Books,1233.17,712.89,5458.77
2023-11-07,Electronics,2045.11,2147.86,1580.05
2023-11-07,Clothing,4391.41,423.74,1283.53
2023-11-07,Home Appliances,2017.02,2568.91,2837.74
2023-11-07,Toys,7559.46,2814.16,5683.91
2023-11-07,Books,1692.81,1441.52,5052.19
2023-11-08,Electronics,3696.5,1898.81,4133.31
2023-11-08,Clothing,1205.81,246.91,1840.67
2023-11-08,Home Appliances,79.22,748.45,1326.29
2023-11-08,Toys,12.05,2178.43,1997.78
2023-11-08,Books,6475.89,1181.34,1751.02
2023-11-09,Electronics,591.59,2137.77,2167.24
2023-11-09,Clothing,890.05,326.5,1262.26
2023-11-09,Home Appliances,555.03,1105.61,2446.24
2023-11-09,Toys,6251.72,509.12,3421.7
2023-11-09,Books,2506.83,1398.33,1771.35
2023-11-10,Electronics,2251.85,605.06,1795.98
2023-11-10,Clothing,2616.59,803.69,1332.96
2023-11-10,Home Appliances,1227.17,786.78,4114.31
2023-11-10,Toys,3055.17,1091.18,4050.43
2023-11-10,Books,1745.25,1312.45,98.21
2023-11-11,Electronics,969.09,81.72,7129.75
2023-11-11,Clothing,4662.14,3791.72,1301.01
2023-11-11,Home Appliances,2041.95,667.34,290.58
2023-11-11,Toys,6705.84,238.53,862.38
2023-11-11,Books,2341.46,3263.36,5545.88
2023-11-12,Electronics,1131.08,2426.77,1637.72
2023-11-12,Clothing,2467.7,863.6,4151.87
2023-11-12,Home Appliances,946.48,1450.7,248.49
2023-11-12,Toys,5398.46,406.1,3913.43
2023-11-12,Books,2509.95,843.98,2328.1
2023-11-13,Electronics,3374.63,620.31,1056.2
2023-11-13,Clothing,5930.33,1697.97,5828.01
2023-11-13,Home Appliances,948.92,684.16,5902.09
2023-11-13,Toys,1672.1,1702.06,498.85
2023-11-13,Books,2279.41,1889.77,1352.44
2023-11-14,Electronics,2367.85,1522.51,3000.69
2023-11-14,Clothing,6466.03,1812.51,1411.11
2023-11-14,Home Appliances,719.68,2298.6,4269.63
2023-11-14,Toys,728.66,10.99,2262.55
2023-11-14,Books,5291.47,678.15,5729.98
2023-11-15,Electronics,6666.13,4330.1,695.52
2023-11-15,Clothing,943.68,3299.18,7820.63
2023-11-15,Home Appliances,3503.63,185.1,3692.61
2023-11-15,Toys,5684.53,2322.91,4330.2
2023-11-15,Books,1807.54,48.31,1974.73
2023-11-16,Electronics,2844,1434.69,4014.9
2023-11-16,Clothing,4275.23,330.73,2696.16
2023-11-16,Home Appliances,3141.48,3606.25,5986.71
2023-11-16,Toys,6980,1791.54,3498.39
2023-11-16,Books,29.73,124.17,2694.96
2023-11-17,Electronics,2071.77,1171.98,6270.91
2023-11-17,Clothing,1496.24,2546.53,1139.29
2023-11-17,Home Appliances,3412.99,1512.69,2177.34
2023-11-17,Toys,5434.55,139.93,900.15
2023-11-17,Books,287.73,1250.6,1620.14
2023-11-18,Electronics,257.6,1333.11,1296.25
2023-11-18,Clothing,1637.78,1410.11,1777.93
2023-11-18,Home Appliances,2007.72,2240.46,2404.42
2023-11-18,Toys,1328.38,512.95,2043.81
2023-11-18,Books,6083.35,620.66,2691.5
2023-11-19,Electronics,1916.03,724.86,1051.58
2023-11-19,Clothing,405.65,1964.66,656.49
2023-11-19,Home Appliances,3209.56,1695.82,2751.27
2023-11-19,Toys,2551.21,282.49,4370.71
2023-11-19,Books,2471.29,893.54,1689.4
2023-11-20,Electronics,2588.26,304.09,2774.02
2023-11-20,Clothing,9176.19,1924.7,2376.9
2023-11-20,Home Appliances,453.47,493.57,4577.63
2023-11-20,Toys,249.25,937.7,2440.67
2023-11-20,Books,548.82,4043.17,211.88
2023-11-21,Electronics,1157.49,625.82,4583.55
2023-11-21,Clothing,3702.05,540.85,2226.07
