DATE,SALES_REGION,REVENUE,COGS,FORECASTED_REVENUE
2023-08-15,Africa,176.92,1742.18,11098.18
2023-08-16,North America,3723.45,940.55,533.04
2023-08-16,Europe,3825.84,2225.77,291.24
2023-08-16,Asia,3034.57,1007.21,6590.11
2023-08-16,South America,188.89,1498.26,2875.1
2023-08-16,Africa,1382.33,825.3,1919.5
2023-08-17,North America,2056.76,2375.72,1194.74
2023-08-17,Europe,179.65,906.48,557.04
2023-08-17,Asia,13526.52,2531.22,5135.91
2023-08-17,South America,1459.98,2490.92,7919.02
2023-08-17,Africa,2250.8,1545.23,6044.2
2023-08-18,North America,377.74,961.92,827.21
2023-08-18,Europe,5235.82,1286.22,265.38
2023-08-18,Asia,7776.65,304.17,1993.09
2023-08-18,South America,457.68,3045.98,4213.97
2023-08-18,Africa,3460.67,2379.04,11357.06
2023-08-19,North America,4228.54,1961.49,7993.27
2023-08-19,Europe,1444.91,32.72,105.01
2023-08-19,Asia,3883.92,274.26,72.07
2023-08-19,South America,2483.9,3150.87,3225.58
2023-08-19,Africa,498.15,2099.2,441.54
2023-08-20,North America,4218.92,1999.22,2763.26
2023-08-20,Europe,1507.95,553.75,27.93
2023-08-20,Asia,4089.08,316.38,4000.88
2023-08-20,South America,217.49,2364.29,1447.2
2023-08-20,Africa,2099.68,498.5,4192.07
2023-08-21,North America,1819.47,550.56,4490.31
2023-08-21,Europe,8849.84,554.99,2471.19
2023-08-21,Asia,3871.98,3319.52,2703.95
2023-08-21,South America,530.67,301.93,359.74
2023-08-21,Africa,110.05,2774.88,3977.16
2023-08-22,North America,483.46,1099.8,2564.02
2023-08-22,Europe,4491.66,512.67,4237.46
2023-08-22,Asia,38.17,1486.64,126.28
2023-08-22,South America,2343.06,554.09,520.89
2023-08-22,Africa,2900.28,1225.35,2723.81
2023-08-23,North America,7872.77,1445.72,2666.54
2023-08-23,Europe,2784.68,1329.66,1781.07
2023-08-23,Asia,25.89,2575.19,90.85
2023-08-23,South America,1162.05,1465.88,5968.37
2023-08-23,Africa,229.31,378.93,1138.82
2023-08-24,North America,10697.72,460.5,2212.18
2023-08-24,Europe,2747.56,678.05,2963.61
2023-08-24,Asia,5.19,1934.06,3837.93
2023-08-24,South America,106.12,3091.06,1343.87
2023-08-24,Africa,690.26,32.74,3366.41
2023-08-25,North America,2962.02,4410.16,4504.57
2023-08-25,Europe,999.54,593.66,390.99
2023-08-25,Asia,1381.8,124.02,1388.08
2023-08-25,South America,4043.18,731.68,6276.01
2023-08-25,Africa,4355.16,538.58,1134.19
2023-08-26,North America,1320.65,88.3,10435.32
2023-08-26,Europe,3377.21,1504.47,171.56
2023-08-26,Asia,631.08,4681.65,3288.42
2023-08-26,South America,455.56,1116.93,12.75
2023-08-26,Africa,8851.25,454.43,1400.44
2023-08-27,North America,2852.23,964.81,5270.06
2023-08-27,Europe,3004.28,270.36,1138.88
2023-08-27,Asia,5898.24,2141.71,1319.01
2023-08-27,South America,76.89,562.7,1094.44
2023-08-27,Africa,944.65,1332.45,2853.05
2023-08-28,North America,3681.83,111.17,2625.03
2023-08-28,Europe,1757.64,2909.32,3698.21
2023-08-28,Asia,8298.31,353.33,338.75
2023-08-28,South America,1736.2,541.75,6458.32
2023-08-28,Africa,393.86,4358.71,3950.87
2023-08-29,North America,9993.12,348.56,9265.85
2023-08-29,Europe,21.55,919.88,5225.46
2023-08-29,Asia,5974.63,1216.91,1080.83
2023-08-29,South America,35.18,6344.37,1188.31
2023-08-29,Africa,2614.08,406.23,2753.42
2023-08-30,North America,485.54,1684.22,1075.62
2023-08-30,Europe,6392.59,398.06,1418.49
2023-08-30,Asia,1066.45,598.2,6207.21
2023-08-30,South America,66.34,1033.64,166.67
2023-08-30,Africa,3164.4,1390.77,1584.28
2023-08-31,North America,2060.03,470.87,4569.05
2023-08-31,Europe,5520.92,2210.4,999.66
2023-08-31,Asia,2811.89,2282.22,3560.67
2023-08-31,South America,3123.57,1282.43,6020.16
2023-08-31,Africa,1657.38,547.12,1357
2023-09-01,North America,3030.98,1008.8,6640.42
2023-09-01,Europe,1216.3,256.15,245.65
2023-09-01,Asia,78.91,3390.83,1130.54
2023-09-01,South America,5653.44,36.56,2297.22
2023-09-01,Africa,1341.05,1000.86,1021.14
2023-09-02,North America,2858.7,3140.66,7196.67
2023-09-02,Europe,1827.12,252.64,6414.3
2023-09-02,Asia,4331.2,901.89,548.83
2023-09-02,South America,2205.41,196.64,3862.93
2023-09-02,Africa,5946.17,3638.97,862.07
2023-09-03,North America,5666.67,2575.45,3672.01
2023-09-03,Europe,1822.33,561.97,1669.13
2023-09-03,Asia,2863.27,2089.87,1344.02
2023-09-03,South America,948.84,1255.97,3678.59
2023-09-03,Africa,2659.49,375.64,2751.56
2023-09-04,North America,4413.17,175.48,4014.92
2023-09-04,Europe,3139.24,348.58,1082.44
2023-09-04,Asia,762.15,1205.63,4961.7
2023-09-04,South America,5654.18,3764.65,1609.4
2023-09-04,Africa,1685.47,1823.93,4095.05
2023-09-05,North America,1303.26,2057.36,4553.21
2023-09-05,Europe,5059.14,189.89,691.18
2023-09-05,Asia,3031.44,2165.15,1217.55
2023-09-05,South America,228.86,77.87,68.49
2023-09-05,Africa,2210.1,2539.58,4805.98
2023-09-06,North America,215.93,269.53,128.05
2023-09-06,Europe,2462.2,794.32,1555.02
2023-09-06,Asia,1191.89,750.57,5493.39
2023-09-06,South America,3981.21,708.61,3775.04
2023-09-06,Africa,3597.25,2361.9,48.59
2023-09-07,North America,12351.8,1870.31,2751.12
2023-09-07,Europe,539.42,864.02,995.31
2023-09-07,Asia,292.05,807.53,4542.08
2023-09-07,South America,311,309.67,5265.1
2023-09-07,Africa,1386.29,2388.79,1597.97
2023-09-08,North America,1107.85,2193.04,7021.36
2023-09-08,Europe,6456.36,1396.82,2022.83
2023-09-08,Asia,224.9,2161.27,2401.26
2023-09-08,South America,3937.01,290.87,1662.55
2023-09-08,Africa,1830.01,311.46,1591.5
2023-09-09,North America,4239.22,5650.19,3561.09
2023-09-09,Europe,3703.37,531.59,3452.19
2023-09-09,Asia,3157.12,679.21,4732.93
2023-09-09,South America,5007.77,1756.21,8067.93
2023-09-09,Africa,3296.84,1438.22,774.87
2023-09-10,North America,4800.51,2866.03,3121.46
2023-09-10,Europe,1506.06,1606.61,5400.66
2023-09-10,Asia,4733.77,1835.34,3232.89
2023-09-10,South America,3081.85,653.1,5674.38
2023-09-10,Africa,3531.06,2427.54,1014.52
2023-09-11,North America,7397.81,586.71,6506.46
2023-09-11,Europe,735.76,3003.57,5988.41
2023-09-11,Asia,1363.28,148.34,89.41
2023-09-11,South America,7464.51,1020.58,1457.46
2023-09-11,Africa,525.28,3624.79,3651.85
2023-09-12,North America,5473.23,254.13,2097.04
2023-09-12,Europe,899.04,3147.73,2374.54
2023-09-12,Asia,1344.85,4945.56,878.93
2023-09-12,South America,7222.25,995.41,2160.76
2023-09-12,Africa,4097.83,2076.74,13133.8
2023-09-13,North America,1729.88,238.71,3850.31
2023-09-13,Europe,2227.17,1044.95,1203.88
2023-09-13,Asia,3392.98,727.35,1156.72
2023-09-13,South America,2171.5,2939.52,2081.81
2023-09-13,Africa,1312.69,145.66,2524.95
2023-09-14,North America,1102.79,833.53,6884.5
2023-09-14,Europe,3215.29,1019.05,3121.2
2023-09-14,Asia,2424.4,3380.48,1063.62
2023-09-14,South America,8700.07,3206.88,4000.77
2023-09-14,Africa,79.37,8.35,1612.35
2023-09-15,North America,1468.27,2066.77,4773.06
2023-09-15,Europe,1674.46,1212.74,5726.67
2023-09-15,Asia,7671.2,1825.55,2108.59
2023-09-15,South America,3764.11,2491.36,3723.51
2023-09-15,Africa,1266.72,761.95,571.3
2023-09-16,North America,1089.87,1901.64,3772.34
2023-09-16,Europe,32.78,3362.87,6118.31
2023-09-16,Asia,881.97,2916.73,4663.45
2023-09-16,South America,6019.8,1869.72,91.99
2023-09-16,Africa,11594.94,987.11,3850.4
2023-09-17,North America,3789.97,1433.37,5040.5
2023-09-17,Europe,2906.36,2949.98,382.43
2023-09-17,Asia,2925.27,3198.53,3485.89
2023-09-17,South America,3294.26,26.32,151.17
2023-09-17,Africa,5.62,83.25,4562.41
2023-09-18,North America,953.97,807.74,2639.57
2023-09-18,Europe,824.76,2503.85,5591.8
2023-09-18,Asia,7875.2,301.17,927.43
2023-09-18,South America,1.5,192.82,1119.58
2023-09-18,Africa,2752.86,3365.9,919.28
2023-09-19,North America,4728.43,1208.89,1365.55
2023-09-19,Europe,609.19,170.58,3230.48
2023-09-19,Asia,4074.23,1000.04,3877.59
2023-09-19,South America,1244.65,771.27,29.61
2023-09-19,Africa,346.44,2932.88,2109.83
2023-09-20,North America,6211.38,206.51,1983.52
2023-09-20,Europe,134.97,2635.9,1918.12
2023-09-20,Asia,64.99,67.92,2806.32
2023-09-20,South America,2997.45,1294.29,2676.3
2023-09-20,Africa,755.51,1280.54,230.28
2023-09-21,North America,3535.61,3332.41,6600.6
2023-09-21,Europe,2727.39,348.44,9412.91
2023-09-21,Asia,645.67,253.7,65.74
2023-09-21,South America,6108.96,970.82,2052.6
2023-09-21,Africa,6277.66,4107.45,1189.93
2023-09-22,North America,4535.23,624.97,75.41
2023-09-22,Europe,8764.88,3045,8067.7
2023-09-22,Asia,29.79,737.07,3065.34
2023-09-22,South America,123.28,563.03,5306.6
2023-09-22,Africa,3245.99,2202.84,975.17
2023-09-23,North America,1394.35,3006.68,636.56
2023-09-23,Europe,10364.61,26.79,810.2
2023-09-23,Asia,983.31,1784.91,8941.85
2023-09-23,South America,1095.29,1542.14,1429.66
2023-09-23,Africa,4013.97,1003.72,4596.84
2023-09-24,North America,5285.32,2257.71,1201.02
2023-09-24,Europe,399.36,645.55,1593.05
2023-09-24,Asia,321.69,1152.37,5302.32
2023-09-24,South America,4073.03,819.34,3636.88
2023-09-24,Africa,2737.9,872.06,1122.28
2023-09-25,North America,5062.33,1452.89,6489.42
2023-09-25,Europe,3765.48,371.13,1082.53
2023-09-25,Asia,1.17,3555.55,3957.28
2023-09-25,South America,64.81,750.34,4449.51
2023-09-25,Africa,6970.31,1587.28,1276.36
2023-09-26,North America,210.16,227.5,1230.47
2023-09-26,Europe,985.28,1398.89,1018.21
2023-09-26,Asia,3297.84,1271.15,1621.43
2023-09-26,South America,3972.99,2145.91,2166.41
2023-09-26,Africa,2173.28,323.13,4025.62
2023-09-27,North America,4588.06,2820.48,1460.76
2023-09-27,Europe,4915.77,2533.29,3876.25
2023-09-27,Asia,166.28,1103.45,8246.84
2023-09-27,South America,4064.18,206.58,1314.72
2023-09-27,Africa,1121.99,1575.74,484.04
2023-09-28,North America,525.04,6362.54,5682.39
2023-09-28,Europe,9173.14,3758.23,7216.32
2023-09-28,Asia,1494.29,174.89,5772.14
2023-09-28,South America,992.46,50.04,316.64
2023-09-28,Africa,7590.02,1356.09,1154.8
2023-09-29,North America,1534.45,1362.27,977.65
2023-09-29,Europe,8651.81,714.87,1008.11
2023-09-29,Asia,1539.32,4125.31,10037.94
2023-09-29,South America,7019.57,550.6,3954.95
2023-09-29,Africa,19.9,1193.28,947.67
2023-09-30,North America,6070.58,2156.82,1849.51
2023-09-30,Europe,113.79,998.13,506.12
2023-09-30,Asia,621.33,122.34,3399.6
2023-09-30,South America,51.34,180.94,4195.02
2023-09-30,Africa,6524.55,2180.78,3366.64
2023-10-01,North America,528.78,728.81,7146.27
2023-10-01,Europe,4277.1,1458.93,4701.15
2023-10-01,Asia,10862.57,545.22,612.43
2023-10-01,South America,3872.37,3511.35,5886.31
2023-10-01,Africa,74.88,3915.43,2088.58
2023-10-02,North America,669.32,1954.58,4761.16
2023-10-02,Europe,3050.41,1655.51,2363.56
2023-10-02,Asia,1155.93,520.58,534.68
2023-10-02,South America,4174.56,577.55,711.35
2023-10-02,Africa,3266.8,2054.8,2822.89
2023-10-03,North America,2848.35,1011.9,1333.33
2023-10-03,Europe,320.54,2162.83,1917.38
2023-10-03,Asia,12975.77,1257.34,6132.98
2023-10-03,South America,2375.2,917.42,3233.85
2023-10-03,Africa,973.33,5754.42,8355.26
2023-10-04,North America,4564.73,3888.58,7019.55
2023-10-04,Europe,6076.28,2885.67,1006.44
2023-10-04,Asia,3121.18,256.65,631.9
2023-10-04,South America,5085.31,779.41,6212.32
2023-10-04,Africa,566.28,3588.81,4621.54
2023-10-05,North America,6717.37,4992.24,1992.96
2023-10-05,Europe,3701.38,587.77,1215.99
2023-10-05,Asia,4807.04,937.67,6605.22
2023-10-05,South America,391.43,1823.53,6011.3
2023-10-05,Africa,2374.81,2394.37,477.68
2023-10-06,North America,6321.23,502.15,3010.7
2023-10-06,Europe,3958.77,196.76,2786.92
2023-10-06,Asia,559.9,3911.15,3520.69
2023-10-06,South America,335.34,825.74,1045.99
2023-10-06,Africa,5129.24,2389.7,5041.52
2023-10-07,North America,3354.47,861.04,2880.77
2023-10-07,Europe,11979.53,225.48,7611.82
2023-10-07,Asia,1767.36,5117.13,5618.7
2023-10-07,South America,548.65,1308.57,2756.63
2023-10-07,Africa,1092.87,1410.65,1575.6
2023-10-08,North America,481.47,3223.21,3437.09
2023-10-08,Europe,2280.95,412.58,6914.5
2023-10-08,Asia,7829.07,669.14,1510.98
2023-10-08,South America,2111.9,1049.13,301.54
2023-10-08,Africa,226.81,200.26,978.98
2023-10-09,North America,771.73,801,3806.08
2023-10-09,Europe,4712.04,3421.57,3885.95
2023-10-09,Asia,4999,4194.41,7548.08
2023-10-09,South America,938.84,570.59,909.57
2023-10-09,Africa,7067.83,941.01,888.23
2023-10-10,North America,1687.4,15.88,3314.63
2023-10-10,Europe,4152.25,880.34,3151.07
2023-10-10,Asia,1882.14,4192.4,3361.33
2023-10-10,South America,6045.93,929.62,91.1
2023-10-10,Africa,2411.05,2578.39,5573.18
2023-10-11,North America,2309.76,37.88,1006.61
2023-10-11,Europe,1063.44,568.19,5856.88
2023-10-11,Asia,1646.02,1974.19,639.02
2023-10-11,South America,4192.99,2666.03,2258.42
2023-10-11,Africa,920.16,553.6,283.7
2023-10-12,North America,2991.91,17.68,6354.74
2023-10-12,Europe,784.05,2244.82,38.83
2023-10-12,Asia,4422.03,1626.03,62.22
2023-10-12,South America,894.47,30.62,1016.74
2023-10-12,Africa,4379.88,1731.84,4709.02
2023-10-13,North America,3066,1404.85,2812.41
2023-10-13,Europe,3387.36,112.26,120.2
2023-10-13,Asia,1933.76,849.51,6166.21
2023-10-13,South America,925.5,879.72,594.7
2023-10-13,Africa,2168.79,2489.26,1584.93
2023-10-14,North America,4653.75,1233.29,348.61
2023-10-14,Europe,3597.09,1725.54,10453.19
2023-10-14,Asia,9213.95,1686.66,24.44
2023-10-14,South America,1766.63,1543.52,8230.3
2023-10-14,Africa,586.87,4041.52,719.97
2023-10-15,North America,1671.16,2421.54,1117.63
2023-10-15,Europe,1527.16,2036.21,1233.4
2023-10-15,Asia,470.93,180.73,759.47
2023-10-15,South America,7069.69,1673.26,763.79
2023-10-15,Africa,4044.76,315.96,10151.54
2023-10-16,North America,123.77,28.77,1826.03
2023-10-16,Europe,3680.14,1699.34,1524.12
2023-10-16,Asia,791.11,220.91,952.92
2023-10-16,South America,3391.02,1543.33,7960.77
2023-10-16,Africa,6987.87,3003.41,2975.53
2023-10-17,North America,2333.15,3437.33,2157.23
2023-10-17,Europe,3978.13,716.77,1121.95
2023-10-17,Asia,3462.04,3356.03,12434.31
2023-10-17,South America,3773.78,108.17,1167.44
2023-10-17,Africa,2847.63,1758.11,344.16
2023-10-18,North America,308.38,690.03,4225.38
2023-10-18,Europe,466.65,1276.59,1376.95
2023-10-18,Asia,3787.67,341.92,831.26
2023-10-18,South America,2261.35,421.88,3942.75
2023-10-18,Africa,6861.8,2904.14,2586.44
2023-10-19,North America,123.01,1528.13,552.7
2023-10-19,Europe,841.35,1842.76,2763.57
2023-10-19,Asia,7075.99,622.58,3559.02
2023-10-19,South America,1279.18,1037.99,3827.92
2023-10-19,Africa,2049.47,586.24,939.79
2023-10-20,North America,4893.06,399.29,2606.19
2023-10-20,Europe,879.69,8.66,1466.83
2023-10-20,Asia,7620.24,3516.47,9307.93
2023-10-20,South America,348.58,1664.45,2337.91
2023-10-20,Africa,4479.61,2121.73,3011.13
2023-10-21,North America,1119.5,79.28,707.47
2023-10-21,Europe,313.78,2208.19,5806.67
2023-10-21,Asia,1931.72,163.37,2111.98
2023-10-21,South America,3152.37,1906.48,4083.13
2023-10-21,Africa,5381.11,1489.73,256.62
2023-10-22,North America,122.45,3086.23,2446.3
2023-10-22,Europe,1669.68,2671.63,2239.99
2023-10-22,Asia,11657.46,520.16,4491.31
2023-10-22,South America,233.45,2465.08,4763.56
2023-10-22,Africa,1430.15,264.25,2013.16
2023-10-23,North America,3171.67,1734.51,2110.84
2023-10-23,Europe,5608.18,197.54,1768.56
2023-10-23,Asia,1077.02,511.61,4093.87
2023-10-23,South America,1486.13,2089.25,1924.68
2023-10-23,Africa,900.17,1401.86,3198.19
2023-10-24,North America,1018.09,58.53,4128.31
2023-10-24,Europe,1220.87,1009.48,2702.61
2023-10-24,Asia,3991.8,1121.4,1079.13
2023-10-24,South America,2562.12,2715.64,1551.25
2023-10-24,Africa,2185.56,1368.31,1496.11
2023-10-25,North America,8617.49,81.45,5586.38
2023-10-25,Europe,4037.73,650.07,998.76
2023-10-25,Asia,736.4,1289.23,4273.58
2023-10-25,South America,3035.64,5286.08,4195.71
2023-10-25,Africa,2194.66,578.86,2395.6
2023-10-26,North America,2591.34,5346.45,2140.46
2023-10-26,Europe,2576.78,1019.82,5250.4
2023-10-26,Asia,5641.59,798.41,9822.31
2023-10-26,South America,4801.09,687.87,2814.37
2023-10-26,Africa,4118.39,1109.44,1658.06
2023-10-27,North America,8029.06,746.63,3059.17
2023-10-27,Europe,853.81,645.36,4256.44
2023-10-27,Asia,673.46,5103.07,4843.84
2023-10-27,South America,297.88,910.32,4394.38
2023-10-27,Africa,9754.14,2021.5,1600.97
2023-10-28,North America,1221.67,1038.79,4087.58
2023-10-28,Europe,4801.1,388.36,4610.35
2023-10-28,Asia,2645.48,4361.7,2185.32
2023-10-28,South America,4581.17,3136.61,2214.14
2023-10-28,Africa,5816.13,225.29,5859.33
2023-10-29,North America,7989.12,3046.75,1463.52
2023-10-29,Europe,3084.75,309.12,1240.72
2023-10-29,Asia,1727.51,1184.45,7499.65
2023-10-29,South America,870.66,3766.94,519.82
2023-10-29,Africa,4068.43,1171.06,5484.32
2023-10-30,North America,447.21,376.26,2855.71
2023-10-30,Europe,6117.78,487.07,7567.27
2023-10-30,Asia,89.03,1795.89,1432.77
2023-10-30,South America,5895.58,2174.92,614.64
2023-10-30,Africa,781.85,1417.56,2044.5
2023-10-31,North America,1532.83,951.24,411.57
2023-10-31,Europe,3003.71,595.07,7008.18
2023-10-31,Asia,3512.22,3060.21,3697.21
2023-10-31,South America,1176.95,749.8,429.19
2023-10-31,Africa,1585.3,511.39,270.13
2023-11-01,North America,262.83,184.65,5190.07
2023-11-01,Europe,3691.64,1763.6,6219.62
2023-11-01,Asia,2655.04,1634.67,576.17
2023-11-01,South America,4328.83,3446.47,375.35
2023-11-01,Africa,3134.07,398.55,2328.67
2023-11-02,North America,297.56,688.5,8796.66
2023-11-02,Europe,4860.22,1949.63,517.45
2023-11-02,Asia,958.91,195.64,777.04
2023-11-02,South America,1736.35,467.95,774.35
2023-11-02,Africa,4469.3,2610.94,1087.15
2023-11-03,North America,2115.84,2075.48,875.23
2023-11-03,Europe,338.19,480,2353.76
2023-11-03,Asia,3869.22,398.83,5123.48
2023-11-03,South America,3710.48,1940.71,1470.71
2023-11-03,Africa,1291.15,612.86,945.38
2023-11-04,North America,1861.92,490.37,5573.32
2023-11-04,Europe,1328.65,1259.43,1631.68
2023-11-04,Asia,609.86,1469.52,541.64
2023-11-04,South America,3457.09,1389.45,871.92
2023-11-04,Africa,3276.75,899.66,1421.24
2023-11-05,North America,6116.69,432.58,442.91
2023-11-05,Europe,3571.81,5533.94,163.67
2023-11-05,Asia,3671.54,325.56,5898.09
2023-11-05,South America,2081.81,410.4,6442.59
2023-11-05,Africa,1814.09,441.63,3022.4
2023-11-06,North America,3451.47,46.26,2357.88
2023-11-06,Europe,3581.79,2243.27,1047.91
2023-11-06,Asia,28.24,2557.19,1671.75
2023-11-06,South America,2321.75,150.41,3244.61
2023-11-06,Africa,731.02,712.19,1844.33
2023-11-07,North America,9573.74,785.13,5867.25
2023-11-07,Europe,1054.23,211.95,1998.54
2023-11-07,Asia,1553.69,3140.33,640.33
2023-11-07,South America,5231.38,3136.57,7813.26
2023-11-07,Africa,292.77,2122.21,118.04
2023-11-08,North America,2242.68,365.37,3734.86
2023-11-08,Europe,2045.59,613.65,1676.46
2023-11-08,Asia,660.23,428.26,3675.12
2023-11-08,South America,2272.43,3582.56,1920.77
2023-11-08,Africa,4248.54,1264.1,41.86
2023-11-09,North America,3255.74,213.32,3361.77
2023-11-09,Europe,1457.66,13.27,4139.29
2023-11-09,Asia,283.9,427.09,1502.04
2023-11-09,South America,4453.54,4781.52,1963.39
2023-11-09,Africa,1344.38,42.13,102.3
2023-11-10,North America,1731.61,2404.86,3510.95
2023-11-10,Europe,2622.09,59.21,258.91
2023-11-10,Asia,793.78,1105.16,1141.47
2023-11-10,South America,1353.99,426.89,1046.32
2023-11-10,Africa,4394.56,603.04,5434.24
2023-11-11,North America,2636.27,465.77,2090.67
2023-11-11,Europe,4569.17,770.22,217.88
2023-11-11,Asia,4564.97,686.43,932.83
2023-11-11,South America,4454.86,2299.92,1976.54
2023-11-11,Africa,495.21,3820.33,9911.68
2023-11-12,North America,3425.3,696.55,1044.88
2023-11-12,Europe,2133.57,2241.26,5650.13
2023-11-12,Asia,209.04,15.37,727.54
2023-11-12,South America,5876.72,2050.38,3889.87
2023-11-12,Africa,809.04,987.59,967.19
2023-11-13,North America,46.12,2111.33,4494.87
2023-11-13,Europe,3651.84,298.5,2377.71
2023-11-13,Asia,668.82,556.38,6783.67
2023-11-13,South America,225.55,1407.87,343.34
2023-11-13,Africa,9613.06,2220.19,638
2023-11-14,North America,1409.66,394.76,7355.01
2023-11-14,Europe,6438.05,1136.38,2071.77
2023-11-14,Asia,4014.68,482.17,364.37
2023-11-14,South America,401.44,2883.27,6144.73
2023-11-14,Africa,3309.86,1426.18,738.08
2023-11-15,North America,582.12,472.14,883.91
2023-11-15,Europe,917.5,3015.97,4867.16
2023-11-15,Asia,1654.85,1404.95,3698.18
2023-11-15,South America,14464.89,722.52,1331.29
2023-11-15,Africa,986.15,4570.02,7733.15
2023-11-16,North America,8971.63,2739.33,2123.68
2023-11-16,Europe,2351.18,499.3,4570.62
2023-11-16,Asia,2824.81,279.33,1908.6
2023-11-16,South America,469.66,701.26,6912.78
2023-11-16,Africa,2653.16,3068.16,3375.44
2023-11-17,North America,1193.78,1195.04,3859.07
2023-11-17,Europe,1266.57,756.48,2272.28
2023-11-17,Asia,2249.99,2123.44,1037.15
2023-11-17,South America,4194.16,35.99,1133.45
2023-11-17,Africa,3798.78,2510.78,3805.88
2023-11-18,North America,1124.3,3978.44,67.53
2023-11-18,Europe,89.69,573.08,432.88
2023-11-18,Asia,860.17,1421.03,2260.88
2023-11-18,South America,1853.92,110.54,3097.2
2023-11-18,Africa,7386.75,34.2,4355.42
2023-11-19,North America,2018.71,3619.48,1537.28
2023-11-19,Europe,4497.1,433.64,4160.09
2023-11-19,Asia,1930.74,301.21,2632.14
2023-11-19,South America,1253.99,141.37,569.77
2023-11-19,Africa,853.2,1065.67,1620.17
2023-11-20,North America,5275.68,1628.45,410.32
2023-11-20,Europe,977.92,2.07,3087.82
2023-11-20,Asia,669.08,1963.49,6856.26
2023-11-20,South America,3582.11,157.34,1550.59
2023-11-20,Africa,2511.2,3951.88,476.11
2023-11-21,North America,3050.95,689.04,8355.12
2023-11-21,Europe,2866.66,1021.61,105.97
2023-11-21,Asia,2361.92,8.5,1337.22
2023-11-21,South America,347.76,2962.61,1808.07
2023-11-21,Africa,3993.89,627.46,1831.94
2023-11-22,North America,1947.6,1076.07,734.32
2023-11-22,Europe,71.02,3457.25,1483.33
2023-11-22,Asia,5355.8,224.85,3579.87
2023-11-22,South America,572.74,2673.69,4333.29
2023-11-22,Africa,6614.25,918.14,3652.35
2023-11-23,North America,1806.92,3515.3,93.26
2023-11-23,Europe,5308.43,2351.61,6212.61
2023-11-23,Asia,5071.22,796.34,1523.25
2023-11-23,South America,1170.31,126.42,5727.05
2023-11-23,Africa,3475.93,41.73,2639.11
2023-11-24,North America,4513.5,2827.52,3073.81
2023-11-24,Europe,9438.63,876.9,918.21
2023-11-24,Asia,48.4,1486.16,4080.72
2023-11-24,South America,418.73,2910.43,8401.76
2023-11-24,Africa,2536.99,495.53,1469.38
2023-11-25,North America,7.36,2248.52,105.2
2023-11-25,Europe,4146.06,27.76,4483.92
2023-11-25,Asia,2556.12,326.57,1273.66
2023-11-25,South America,3265.3,1660.78,2850.72
2023-11-25,Africa,2860.35,1908.15,4673.97
2023-11-26,North America,5434.09,2074.31,3888.08
2023-11-26,Europe,642.49,258.44,1374.51
2023-11-26,Asia,1594.7,1084.76,7082.23
2023-11-26,South America,3707.45,3012.88,1077.17
2023-11-26,Africa,2420.54,535.99,537.49
2023-11-27,North America,2550.33,679.1,4175.44
2023-11-27,Europe,1877.14,92.7,4403.22
2023-11-27,Asia,622.83,3325.35,126.13
2023-11-27,South America,5036.38,348.66,2749.95
2023-11-27,Africa,1724.83,1141.27,840.92
2023-11-28,North America,6687.14,462.6,6406.78
2023-11-28,Europe,8380.09,674.24,906.55
2023-11-28,Asia,785.35,2956.01,2828.19
2023-11-28,South America,1808.51,693.9,454.57
2023-11-28,Africa,224.37,3049.11,6998.32
2023-11-29,North America,468.15,1861.75,454.61
2023-11-29,Europe,2591.46,386.96,3245.94
2023-11-29,Asia,2130.72,435.47,794.89
2023-11-29,South America,1684.07,525.25,4394.39
2023-11-29,Africa,3694.08,1058.38,633.03
2023-11-30,North America,935.13,1153.07,4430.92
2023-11-30,Europe,1619.07,3686.14,2200.49
2023-11-30,Asia,8422.44,2685.24,3848.53
2023-11-30,South America,2532.76,973.45,2294.22
2023-11-30,Africa,3460.57,48.69,2537.35
2023-12-01,North America,4735.7,1049.17,6109.19
2023-12-01,Europe,2048.29,688.12,1707.51
2023-12-01,Asia,1950.21,1047.63,5648.05
2023-12-01,South America,2198.43,54.59,2017.71
2023-12-01,Africa,6854.32,7273.36,2344.41
2023-12-02,North America,1536.75,294.72,4546.22
2023-12-02,Europe,7362.49,1600.08,1704.2
2023-12-02,Asia,142.05,376.2,6346.5
2023-12-02,South America,991.07,3986.34,2341.91
2023-12-02,Africa,7741.72,2179,1353.92
2023-12-03,North America,6760.44,539.92,4185.22
2023-12-03,Europe,582.93,1786.42,1046.16
2023-12-03,Asia,613.09,2689.47,5233.56
2023-12-03,South America,3514.44,207.89,979.05
2023-12-03,Africa,1123.33,375.35,19.46
2023-12-04,North America,973.27,879.76,689.71
2023-12-04,Europe,1089.71,164.64,5600.25
2023-12-04,Asia,1533.11,671.65,1386.38
2023-12-04,South America,7565.51,494.37,5815.44
2023-12-04,Africa,2576.53,3506.1,1525.42
2023-12-05,North America,769.82,407.43,1282.13
2023-12-05,Europe,2630.63,2351.45,5875.37
2023-12-05,Asia,2210.7,447.74,273.3
2023-12-05,South America,448.3,1808.89,7601.86
2023-12-05,Africa,9816.55,1605.77,1983.24
2023-12-06,North America,2674.44,478.57,955.56
2023-12-06,Europe,1163.75,1323.66,595.46
2023-12-06,Asia,2460.33,196.43,2163.6
2023-12-06,South America,841.51,505.77,7086
2023-12-06,Africa,5588.19,3150.45,1041.78
2023-12-07,North America,4912.84,345.08,1663.04
